"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","ambiguity_a","continuation_a","group_a"
"108","Native","Native 3",23,"disamb","fp","disamb fp",1,0,343,343,"Ambiguous","Consistent",0.5,-0.5,-0.5
"109","Native","Native 3",17,"disamb","fp","disamb fp",3,0,184,184,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"111","Native","Native 3",9,"disamb","fp","disamb fp",3,0,379,379,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"112","Native","Native 3",22,"disamb","fp","disamb fp",4,0,305,305,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"121","Native","Native 3",13,"disamb","fp","disamb fp",3,0,457,457,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"122","Native","Native 3",1,"disamb","fp","disamb fp",3,0,456,456,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"123","Native","Native 3",5,"disamb","fp","disamb fp",3,0,446,446,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"125","Native","Native 3",11,"disamb","fp","disamb fp",1,0,509,509,"Ambiguous","Consistent",0.5,-0.5,-0.5
"126","Native","Native 3",16,"disamb","fp","disamb fp",2,0,362,362,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"127","Native","Native 3",6,"disamb","fp","disamb fp",4,0,218,218,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"128","Native","Native 3",21,"disamb","fp","disamb fp",3,0,224,224,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"129","Native","Native 3",3,"disamb","fp","disamb fp",1,0,225,225,"Ambiguous","Consistent",0.5,-0.5,-0.5
"131","Native","Native 3",7,"disamb","fp","disamb fp",1,0,641,641,"Ambiguous","Consistent",0.5,-0.5,-0.5
"136","Native","Native 3",14,"disamb","fp","disamb fp",4,0,516,516,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"137","Native","Native 3",19,"disamb","fp","disamb fp",1,0,402,402,"Ambiguous","Consistent",0.5,-0.5,-0.5
"138","Native","Native 3",20,"disamb","fp","disamb fp",2,0,290,290,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"140","Native","Native 3",8,"disamb","fp","disamb fp",2,0,269,269,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"141","Native","Native 3",2,"disamb","fp","disamb fp",4,0,327,327,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"143","Native","Native 3",24,"disamb","fp","disamb fp",2,0,273,273,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"144","Native","Native 3",12,"disamb","fp","disamb fp",2,0,143,143,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"145","Native","Native 4",5,"disamb","fp","disamb fp",4,0,362,362,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"146","Native","Native 4",10,"disamb","fp","disamb fp",1,0,234,234,"Ambiguous","Consistent",0.5,-0.5,-0.5
"149","Native","Native 4",12,"disamb","fp","disamb fp",3,0,238,238,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"150","Native","Native 4",14,"disamb","fp","disamb fp",1,0,583,583,"Ambiguous","Consistent",0.5,-0.5,-0.5
"153","Native","Native 4",11,"disamb","fp","disamb fp",2,0,297,297,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"155","Native","Native 4",18,"disamb","fp","disamb fp",1,0,749,749,"Ambiguous","Consistent",0.5,-0.5,-0.5
"156","Native","Native 4",7,"disamb","fp","disamb fp",2,0,233,233,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"158","Native","Native 4",20,"disamb","fp","disamb fp",3,0,405,405,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"159","Native","Native 4",22,"disamb","fp","disamb fp",1,0,708,708,"Ambiguous","Consistent",0.5,-0.5,-0.5
"162","Native","Native 4",16,"disamb","fp","disamb fp",3,0,257,257,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"163","Native","Native 4",17,"disamb","fp","disamb fp",4,0,238,238,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"167","Native","Native 4",2,"disamb","fp","disamb fp",1,0,271,271,"Ambiguous","Consistent",0.5,-0.5,-0.5
"168","Native","Native 4",8,"disamb","fp","disamb fp",3,0,551,551,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"177","Native","Native 4",23,"disamb","fp","disamb fp",2,0,414,414,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"178","Native","Native 4",4,"disamb","fp","disamb fp",3,0,198,198,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"180","Native","Native 4",21,"disamb","fp","disamb fp",4,0,318,318,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"181","Native","Native 4",9,"disamb","fp","disamb fp",4,0,502,502,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"184","Native","Native 4",3,"disamb","fp","disamb fp",2,1,0,NA,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"185","Native","Native 4",1,"disamb","fp","disamb fp",4,0,605,605,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"186","Native","Native 4",19,"disamb","fp","disamb fp",2,0,307,307,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"187","Native","Native 4",13,"disamb","fp","disamb fp",4,0,625,625,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"188","Native","Native 4",6,"disamb","fp","disamb fp",1,0,413,413,"Ambiguous","Consistent",0.5,-0.5,-0.5
"189","Native","Native 4",24,"disamb","fp","disamb fp",3,0,399,399,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"191","Native","Native 4",15,"disamb","fp","disamb fp",2,0,503,503,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"193","Native","Native 5",13,"disamb","fp","disamb fp",1,0,135,135,"Ambiguous","Consistent",0.5,-0.5,-0.5
"194","Native","Native 5",6,"disamb","fp","disamb fp",2,0,279,279,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"195","Native","Native 5",21,"disamb","fp","disamb fp",1,0,177,177,"Ambiguous","Consistent",0.5,-0.5,-0.5
"196","Native","Native 5",24,"disamb","fp","disamb fp",4,0,203,203,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"201","Native","Native 5",11,"disamb","fp","disamb fp",3,0,235,235,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"202","Native","Native 5",18,"disamb","fp","disamb fp",2,0,209,209,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"204","Native","Native 5",16,"disamb","fp","disamb fp",4,0,218,218,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"206","Native","Native 5",7,"disamb","fp","disamb fp",3,0,208,208,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"213","Native","Native 5",3,"disamb","fp","disamb fp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"218","Native","Native 5",14,"disamb","fp","disamb fp",2,0,206,206,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"219","Native","Native 5",20,"disamb","fp","disamb fp",4,0,157,157,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"220","Native","Native 5",2,"disamb","fp","disamb fp",2,0,295,295,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"221","Native","Native 5",8,"disamb","fp","disamb fp",4,0,173,173,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"223","Native","Native 5",15,"disamb","fp","disamb fp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"226","Native","Native 5",10,"disamb","fp","disamb fp",2,0,216,216,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"230","Native","Native 5",23,"disamb","fp","disamb fp",3,0,208,208,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"231","Native","Native 5",4,"disamb","fp","disamb fp",4,0,456,456,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"233","Native","Native 5",9,"disamb","fp","disamb fp",1,0,255,255,"Ambiguous","Consistent",0.5,-0.5,-0.5
"234","Native","Native 5",17,"disamb","fp","disamb fp",1,1,0,NA,"Ambiguous","Consistent",0.5,-0.5,-0.5
"235","Native","Native 5",12,"disamb","fp","disamb fp",4,0,164,164,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"236","Native","Native 5",22,"disamb","fp","disamb fp",2,0,264,264,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"237","Native","Native 5",5,"disamb","fp","disamb fp",1,0,378,378,"Ambiguous","Consistent",0.5,-0.5,-0.5
"238","Native","Native 5",19,"disamb","fp","disamb fp",3,0,285,285,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"239","Native","Native 5",1,"disamb","fp","disamb fp",1,1,0,NA,"Ambiguous","Consistent",0.5,-0.5,-0.5
"241","Native","Native 6",21,"disamb","fp","disamb fp",2,0,284,284,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"244","Native","Native 6",15,"disamb","fp","disamb fp",4,0,163,163,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"245","Native","Native 6",6,"disamb","fp","disamb fp",3,0,574,574,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"247","Native","Native 6",19,"disamb","fp","disamb fp",4,0,560,560,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"255","Native","Native 6",10,"disamb","fp","disamb fp",3,0,131,131,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"257","Native","Native 6",24,"disamb","fp","disamb fp",1,0,294,294,"Ambiguous","Consistent",0.5,-0.5,-0.5
"258","Native","Native 6",5,"disamb","fp","disamb fp",2,0,601,601,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"259","Native","Native 6",2,"disamb","fp","disamb fp",3,0,485,485,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"260","Native","Native 6",14,"disamb","fp","disamb fp",3,0,158,158,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"263","Native","Native 6",18,"disamb","fp","disamb fp",3,0,199,199,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"265","Native","Native 6",7,"disamb","fp","disamb fp",4,0,175,175,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"267","Native","Native 6",17,"disamb","fp","disamb fp",2,0,289,289,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"268","Native","Native 6",23,"disamb","fp","disamb fp",4,0,167,167,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"269","Native","Native 6",8,"disamb","fp","disamb fp",1,0,197,197,"Ambiguous","Consistent",0.5,-0.5,-0.5
"273","Native","Native 6",3,"disamb","fp","disamb fp",4,0,218,218,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"274","Native","Native 6",20,"disamb","fp","disamb fp",1,0,404,404,"Ambiguous","Consistent",0.5,-0.5,-0.5
"275","Native","Native 6",16,"disamb","fp","disamb fp",1,0,173,173,"Ambiguous","Consistent",0.5,-0.5,-0.5
"277","Native","Native 6",4,"disamb","fp","disamb fp",1,0,187,187,"Ambiguous","Consistent",0.5,-0.5,-0.5
"278","Native","Native 6",13,"disamb","fp","disamb fp",2,0,231,231,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"279","Native","Native 6",9,"disamb","fp","disamb fp",2,0,181,181,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"283","Native","Native 6",22,"disamb","fp","disamb fp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"284","Native","Native 6",11,"disamb","fp","disamb fp",4,0,180,180,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"286","Native","Native 6",1,"disamb","fp","disamb fp",2,1,0,NA,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"288","Native","Native 6",12,"disamb","fp","disamb fp",1,0,164,164,"Ambiguous","Consistent",0.5,-0.5,-0.5
"292","Native","Native 7",20,"disamb","fp","disamb fp",2,1,0,NA,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"293","Native","Native 7",3,"disamb","fp","disamb fp",1,0,363,363,"Ambiguous","Consistent",0.5,-0.5,-0.5
"295","Native","Native 7",9,"disamb","fp","disamb fp",3,0,187,187,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"296","Native","Native 7",1,"disamb","fp","disamb fp",3,0,152,152,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"297","Native","Native 7",7,"disamb","fp","disamb fp",1,0,137,137,"Ambiguous","Consistent",0.5,-0.5,-0.5
"303","Native","Native 7",15,"disamb","fp","disamb fp",1,1,0,NA,"Ambiguous","Consistent",0.5,-0.5,-0.5
"305","Native","Native 7",12,"disamb","fp","disamb fp",2,0,271,271,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"306","Native","Native 7",24,"disamb","fp","disamb fp",2,0,270,270,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"309","Native","Native 7",22,"disamb","fp","disamb fp",4,0,104,104,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"310","Native","Native 7",8,"disamb","fp","disamb fp",2,0,170,170,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"311","Native","Native 7",6,"disamb","fp","disamb fp",4,0,191,191,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"312","Native","Native 7",16,"disamb","fp","disamb fp",2,0,207,207,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"315","Native","Native 7",18,"disamb","fp","disamb fp",4,1,0,NA,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"316","Native","Native 7",2,"disamb","fp","disamb fp",4,0,129,129,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"319","Native","Native 7",11,"disamb","fp","disamb fp",1,0,199,199,"Ambiguous","Consistent",0.5,-0.5,-0.5
"321","Native","Native 7",14,"disamb","fp","disamb fp",4,0,232,232,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"322","Native","Native 7",13,"disamb","fp","disamb fp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"324","Native","Native 7",5,"disamb","fp","disamb fp",3,0,139,139,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"326","Native","Native 7",19,"disamb","fp","disamb fp",1,0,505,505,"Ambiguous","Consistent",0.5,-0.5,-0.5
"330","Native","Native 7",21,"disamb","fp","disamb fp",3,0,174,174,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"332","Native","Native 7",23,"disamb","fp","disamb fp",1,0,373,373,"Ambiguous","Consistent",0.5,-0.5,-0.5
"333","Native","Native 7",4,"disamb","fp","disamb fp",2,0,551,551,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"334","Native","Native 7",17,"disamb","fp","disamb fp",3,0,283,283,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"336","Native","Native 7",10,"disamb","fp","disamb fp",4,0,324,324,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"339","Native","Native 8",10,"disamb","fp","disamb fp",1,0,161,161,"Ambiguous","Consistent",0.5,-0.5,-0.5
"340","Native","Native 8",6,"disamb","fp","disamb fp",1,1,0,NA,"Ambiguous","Consistent",0.5,-0.5,-0.5
"341","Native","Native 8",9,"disamb","fp","disamb fp",4,0,153,153,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"342","Native","Native 8",12,"disamb","fp","disamb fp",3,0,174,174,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"343","Native","Native 8",15,"disamb","fp","disamb fp",2,0,196,196,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"344","Native","Native 8",8,"disamb","fp","disamb fp",3,0,173,173,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"350","Native","Native 8",22,"disamb","fp","disamb fp",1,0,168,168,"Ambiguous","Consistent",0.5,-0.5,-0.5
"352","Native","Native 8",16,"disamb","fp","disamb fp",3,0,191,191,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"354","Native","Native 8",18,"disamb","fp","disamb fp",1,0,150,150,"Ambiguous","Consistent",0.5,-0.5,-0.5
"358","Native","Native 8",4,"disamb","fp","disamb fp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"359","Native","Native 8",17,"disamb","fp","disamb fp",4,1,0,NA,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"360","Native","Native 8",13,"disamb","fp","disamb fp",4,0,192,192,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"361","Native","Native 8",5,"disamb","fp","disamb fp",4,0,219,219,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"364","Native","Native 8",14,"disamb","fp","disamb fp",1,0,376,376,"Ambiguous","Consistent",0.5,-0.5,-0.5
"366","Native","Native 8",20,"disamb","fp","disamb fp",3,0,178,178,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"368","Native","Native 8",7,"disamb","fp","disamb fp",2,0,138,138,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"369","Native","Native 8",19,"disamb","fp","disamb fp",2,0,346,346,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"371","Native","Native 8",11,"disamb","fp","disamb fp",2,0,178,178,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"372","Native","Native 8",3,"disamb","fp","disamb fp",2,0,213,213,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"373","Native","Native 8",23,"disamb","fp","disamb fp",2,0,169,169,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"379","Native","Native 8",1,"disamb","fp","disamb fp",4,0,209,209,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"381","Native","Native 8",2,"disamb","fp","disamb fp",1,0,368,368,"Ambiguous","Consistent",0.5,-0.5,-0.5
"382","Native","Native 8",24,"disamb","fp","disamb fp",3,0,163,163,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"384","Native","Native 8",21,"disamb","fp","disamb fp",4,1,0,NA,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"385","Native","Native 9",4,"disamb","fp","disamb fp",4,0,175,175,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"391","Native","Native 9",2,"disamb","fp","disamb fp",2,0,295,295,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"393","Native","Native 9",19,"disamb","fp","disamb fp",3,0,179,179,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"394","Native","Native 9",7,"disamb","fp","disamb fp",3,0,201,201,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"396","Native","Native 9",14,"disamb","fp","disamb fp",2,0,142,142,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"398","Native","Native 9",21,"disamb","fp","disamb fp",1,0,526,526,"Ambiguous","Consistent",0.5,-0.5,-0.5
"401","Native","Native 9",12,"disamb","fp","disamb fp",4,0,293,293,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"405","Native","Native 9",20,"disamb","fp","disamb fp",4,1,0,NA,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"406","Native","Native 9",23,"disamb","fp","disamb fp",3,0,334,334,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"407","Native","Native 9",24,"disamb","fp","disamb fp",4,0,152,152,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"409","Native","Native 9",1,"disamb","fp","disamb fp",1,0,189,189,"Ambiguous","Consistent",0.5,-0.5,-0.5
"410","Native","Native 9",22,"disamb","fp","disamb fp",2,0,169,169,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"411","Native","Native 9",5,"disamb","fp","disamb fp",1,0,135,135,"Ambiguous","Consistent",0.5,-0.5,-0.5
"416","Native","Native 9",18,"disamb","fp","disamb fp",2,0,180,180,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"417","Native","Native 9",8,"disamb","fp","disamb fp",4,0,530,530,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"421","Native","Native 9",3,"disamb","fp","disamb fp",3,0,285,285,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"422","Native","Native 9",13,"disamb","fp","disamb fp",1,0,227,227,"Ambiguous","Consistent",0.5,-0.5,-0.5
"424","Native","Native 9",11,"disamb","fp","disamb fp",3,0,329,329,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"427","Native","Native 9",9,"disamb","fp","disamb fp",1,0,166,166,"Ambiguous","Consistent",0.5,-0.5,-0.5
"428","Native","Native 9",16,"disamb","fp","disamb fp",4,0,166,166,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"429","Native","Native 9",15,"disamb","fp","disamb fp",3,0,210,210,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"430","Native","Native 9",6,"disamb","fp","disamb fp",2,0,229,229,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"431","Native","Native 9",17,"disamb","fp","disamb fp",1,0,174,174,"Ambiguous","Consistent",0.5,-0.5,-0.5
"432","Native","Native 9",10,"disamb","fp","disamb fp",2,0,303,303,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"433","Native","Native 10",20,"disamb","fp","disamb fp",1,0,228,228,"Ambiguous","Consistent",0.5,-0.5,-0.5
"436","Native","Native 10",11,"disamb","fp","disamb fp",4,0,261,261,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"442","Native","Native 10",9,"disamb","fp","disamb fp",2,0,607,607,"Unambiguous","Consistent",-0.5,-0.5,-0.5
