"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","ambiguity_a","continuation_a","group_a"
"24982","Native","Native 1",24,"continuation","tt","continuation tt",4,0,913,913,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"24984","Native","Native 1",14,"continuation","tt","continuation tt",2,0,270,270,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"24985","Native","Native 1",11,"continuation","tt","continuation tt",3,0,321,321,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"24986","Native","Native 1",9,"continuation","tt","continuation tt",1,0,828,828,"Ambiguous","Consistent",0.5,-0.5,-0.5
"24990","Native","Native 1",5,"continuation","tt","continuation tt",1,0,174,174,"Ambiguous","Consistent",0.5,-0.5,-0.5
"24991","Native","Native 1",2,"continuation","tt","continuation tt",2,0,410,410,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"24994","Native","Native 1",18,"continuation","tt","continuation tt",2,0,312,312,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"24999","Native","Native 2",20,"continuation","tt","continuation tt",1,0,551,551,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25000","Native","Native 2",5,"continuation","tt","continuation tt",2,0,169,169,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25001","Native","Native 2",12,"continuation","tt","continuation tt",1,0,188,188,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25002","Native","Native 2",2,"continuation","tt","continuation tt",3,0,773,773,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25003","Native","Native 2",9,"continuation","tt","continuation tt",2,0,572,572,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25007","Native","Native 2",16,"continuation","tt","continuation tt",1,0,817,817,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25008","Native","Native 2",1,"continuation","tt","continuation tt",2,0,343,343,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25011","Native","Native 2",13,"continuation","tt","continuation tt",2,0,166,166,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25012","Native","Native 2",10,"continuation","tt","continuation tt",3,0,1739,1739,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25017","Native","Native 2",7,"continuation","tt","continuation tt",4,0,1178,1178,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25020","Native","Native 2",24,"continuation","tt","continuation tt",1,0,244,244,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25023","Native","Native 2",23,"continuation","tt","continuation tt",4,0,987,987,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25024","Native","Native 2",4,"continuation","tt","continuation tt",1,0,154,154,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25027","Native","Native 2",19,"continuation","tt","continuation tt",4,0,565,565,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25028","Native","Native 2",22,"continuation","tt","continuation tt",3,0,424,424,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25031","Native","Native 2",8,"continuation","tt","continuation tt",1,0,217,217,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25032","Native","Native 2",3,"continuation","tt","continuation tt",4,0,369,369,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25033","Native","Native 2",17,"continuation","tt","continuation tt",2,0,375,375,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25036","Native","Native 2",21,"continuation","tt","continuation tt",2,0,241,241,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25037","Native","Native 2",14,"continuation","tt","continuation tt",3,0,320,320,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25038","Native","Native 2",18,"continuation","tt","continuation tt",3,0,296,296,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25040","Native","Native 2",6,"continuation","tt","continuation tt",3,0,761,761,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25042","Native","Native 2",11,"continuation","tt","continuation tt",4,0,148,148,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25043","Native","Native 2",15,"continuation","tt","continuation tt",4,0,198,198,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25046","Native","Native 3",18,"continuation","tt","continuation tt",4,0,422,422,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25049","Native","Native 3",4,"continuation","tt","continuation tt",2,0,192,192,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25053","Native","Native 3",15,"continuation","tt","continuation tt",1,0,590,590,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25054","Native","Native 3",10,"continuation","tt","continuation tt",4,0,1460,1460,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25055","Native","Native 3",23,"continuation","tt","continuation tt",1,0,1056,1056,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25056","Native","Native 3",17,"continuation","tt","continuation tt",3,0,349,349,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25058","Native","Native 3",9,"continuation","tt","continuation tt",3,0,612,612,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25059","Native","Native 3",22,"continuation","tt","continuation tt",4,0,258,258,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25068","Native","Native 3",13,"continuation","tt","continuation tt",3,0,611,611,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25069","Native","Native 3",1,"continuation","tt","continuation tt",3,0,395,395,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25070","Native","Native 3",5,"continuation","tt","continuation tt",3,0,372,372,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25072","Native","Native 3",11,"continuation","tt","continuation tt",1,0,260,260,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25073","Native","Native 3",16,"continuation","tt","continuation tt",2,0,770,770,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25074","Native","Native 3",6,"continuation","tt","continuation tt",4,0,353,353,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25075","Native","Native 3",21,"continuation","tt","continuation tt",3,0,202,202,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25076","Native","Native 3",3,"continuation","tt","continuation tt",1,0,540,540,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25078","Native","Native 3",7,"continuation","tt","continuation tt",1,0,921,921,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25083","Native","Native 3",14,"continuation","tt","continuation tt",4,0,418,418,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25084","Native","Native 3",19,"continuation","tt","continuation tt",1,0,526,526,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25085","Native","Native 3",20,"continuation","tt","continuation tt",2,0,571,571,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25087","Native","Native 3",8,"continuation","tt","continuation tt",2,0,179,179,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25088","Native","Native 3",2,"continuation","tt","continuation tt",4,0,494,494,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25090","Native","Native 3",24,"continuation","tt","continuation tt",2,0,350,350,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25091","Native","Native 3",12,"continuation","tt","continuation tt",2,0,392,392,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25092","Native","Native 4",5,"continuation","tt","continuation tt",4,0,173,173,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25093","Native","Native 4",10,"continuation","tt","continuation tt",1,0,1287,1287,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25096","Native","Native 4",12,"continuation","tt","continuation tt",3,0,296,296,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25097","Native","Native 4",14,"continuation","tt","continuation tt",1,0,928,928,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25100","Native","Native 4",11,"continuation","tt","continuation tt",2,0,155,155,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25102","Native","Native 4",18,"continuation","tt","continuation tt",1,0,473,473,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25103","Native","Native 4",7,"continuation","tt","continuation tt",2,0,212,212,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25105","Native","Native 4",20,"continuation","tt","continuation tt",3,0,565,565,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25106","Native","Native 4",22,"continuation","tt","continuation tt",1,0,297,297,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25109","Native","Native 4",16,"continuation","tt","continuation tt",3,0,497,497,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25110","Native","Native 4",17,"continuation","tt","continuation tt",4,0,406,406,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25114","Native","Native 4",2,"continuation","tt","continuation tt",1,0,374,374,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25115","Native","Native 4",8,"continuation","tt","continuation tt",3,0,384,384,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25124","Native","Native 4",23,"continuation","tt","continuation tt",2,0,212,212,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25125","Native","Native 4",4,"continuation","tt","continuation tt",3,0,264,264,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25127","Native","Native 4",21,"continuation","tt","continuation tt",4,0,221,221,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25128","Native","Native 4",9,"continuation","tt","continuation tt",4,0,506,506,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25131","Native","Native 4",3,"continuation","tt","continuation tt",2,0,1349,1349,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25132","Native","Native 4",1,"continuation","tt","continuation tt",4,0,154,154,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25133","Native","Native 4",19,"continuation","tt","continuation tt",2,0,781,781,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25134","Native","Native 4",13,"continuation","tt","continuation tt",4,0,666,666,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25135","Native","Native 4",6,"continuation","tt","continuation tt",1,0,442,442,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25136","Native","Native 4",24,"continuation","tt","continuation tt",3,0,172,172,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25138","Native","Native 4",15,"continuation","tt","continuation tt",2,0,1386,1386,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25140","Native","Native 5",13,"continuation","tt","continuation tt",1,0,471,471,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25141","Native","Native 5",6,"continuation","tt","continuation tt",2,0,241,241,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25142","Native","Native 5",21,"continuation","tt","continuation tt",1,0,316,316,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25143","Native","Native 5",24,"continuation","tt","continuation tt",4,0,562,562,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25148","Native","Native 5",11,"continuation","tt","continuation tt",3,0,150,150,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25149","Native","Native 5",18,"continuation","tt","continuation tt",2,0,139,139,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25151","Native","Native 5",16,"continuation","tt","continuation tt",4,0,142,142,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25153","Native","Native 5",7,"continuation","tt","continuation tt",3,0,194,194,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25160","Native","Native 5",3,"continuation","tt","continuation tt",3,0,203,203,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25165","Native","Native 5",14,"continuation","tt","continuation tt",2,0,379,379,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25166","Native","Native 5",20,"continuation","tt","continuation tt",4,0,815,815,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25167","Native","Native 5",2,"continuation","tt","continuation tt",2,0,301,301,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25168","Native","Native 5",8,"continuation","tt","continuation tt",4,0,228,228,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25170","Native","Native 5",15,"continuation","tt","continuation tt",3,0,486,486,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25173","Native","Native 5",10,"continuation","tt","continuation tt",2,0,302,302,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25177","Native","Native 5",23,"continuation","tt","continuation tt",3,0,432,432,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25178","Native","Native 5",4,"continuation","tt","continuation tt",4,0,423,423,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25180","Native","Native 5",9,"continuation","tt","continuation tt",1,0,178,178,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25181","Native","Native 5",17,"continuation","tt","continuation tt",1,0,180,180,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25182","Native","Native 5",12,"continuation","tt","continuation tt",4,0,207,207,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25183","Native","Native 5",22,"continuation","tt","continuation tt",2,0,439,439,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25184","Native","Native 5",5,"continuation","tt","continuation tt",1,0,158,158,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25185","Native","Native 5",19,"continuation","tt","continuation tt",3,0,178,178,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25186","Native","Native 5",1,"continuation","tt","continuation tt",1,0,214,214,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25188","Native","Native 6",21,"continuation","tt","continuation tt",2,0,385,385,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25191","Native","Native 6",15,"continuation","tt","continuation tt",4,0,270,270,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25192","Native","Native 6",6,"continuation","tt","continuation tt",3,0,368,368,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25194","Native","Native 6",19,"continuation","tt","continuation tt",4,0,602,602,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25202","Native","Native 6",10,"continuation","tt","continuation tt",3,0,276,276,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25204","Native","Native 6",24,"continuation","tt","continuation tt",1,0,360,360,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25205","Native","Native 6",5,"continuation","tt","continuation tt",2,0,325,325,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25206","Native","Native 6",2,"continuation","tt","continuation tt",3,0,296,296,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25207","Native","Native 6",14,"continuation","tt","continuation tt",3,0,665,665,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25210","Native","Native 6",18,"continuation","tt","continuation tt",3,0,224,224,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25212","Native","Native 6",7,"continuation","tt","continuation tt",4,0,872,872,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25214","Native","Native 6",17,"continuation","tt","continuation tt",2,0,172,172,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25215","Native","Native 6",23,"continuation","tt","continuation tt",4,0,607,607,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25216","Native","Native 6",8,"continuation","tt","continuation tt",1,0,204,204,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25220","Native","Native 6",3,"continuation","tt","continuation tt",4,0,565,565,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25221","Native","Native 6",20,"continuation","tt","continuation tt",1,0,397,397,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25222","Native","Native 6",16,"continuation","tt","continuation tt",1,0,223,223,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25224","Native","Native 6",4,"continuation","tt","continuation tt",1,0,199,199,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25225","Native","Native 6",13,"continuation","tt","continuation tt",2,0,174,174,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25226","Native","Native 6",9,"continuation","tt","continuation tt",2,0,292,292,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25230","Native","Native 6",22,"continuation","tt","continuation tt",3,0,167,167,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25231","Native","Native 6",11,"continuation","tt","continuation tt",4,0,159,159,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25233","Native","Native 6",1,"continuation","tt","continuation tt",2,0,414,414,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25235","Native","Native 6",12,"continuation","tt","continuation tt",1,0,228,228,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25239","Native","Native 7",20,"continuation","tt","continuation tt",2,0,350,350,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25240","Native","Native 7",3,"continuation","tt","continuation tt",1,0,404,404,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25242","Native","Native 7",9,"continuation","tt","continuation tt",3,0,113,113,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25243","Native","Native 7",1,"continuation","tt","continuation tt",3,0,326,326,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25244","Native","Native 7",7,"continuation","tt","continuation tt",1,1,0,NA,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25250","Native","Native 7",15,"continuation","tt","continuation tt",1,0,295,295,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25252","Native","Native 7",12,"continuation","tt","continuation tt",2,0,552,552,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25253","Native","Native 7",24,"continuation","tt","continuation tt",2,0,163,163,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25256","Native","Native 7",22,"continuation","tt","continuation tt",4,0,668,668,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25257","Native","Native 7",8,"continuation","tt","continuation tt",2,0,667,667,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25258","Native","Native 7",6,"continuation","tt","continuation tt",4,0,709,709,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25259","Native","Native 7",16,"continuation","tt","continuation tt",2,0,650,650,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25262","Native","Native 7",18,"continuation","tt","continuation tt",4,0,343,343,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25263","Native","Native 7",2,"continuation","tt","continuation tt",4,0,299,299,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25266","Native","Native 7",11,"continuation","tt","continuation tt",1,0,216,216,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25268","Native","Native 7",14,"continuation","tt","continuation tt",4,0,865,865,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25269","Native","Native 7",13,"continuation","tt","continuation tt",3,0,489,489,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25271","Native","Native 7",5,"continuation","tt","continuation tt",3,0,484,484,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25273","Native","Native 7",19,"continuation","tt","continuation tt",1,0,370,370,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25277","Native","Native 7",21,"continuation","tt","continuation tt",3,0,239,239,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25279","Native","Native 7",23,"continuation","tt","continuation tt",1,0,629,629,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25280","Native","Native 7",4,"continuation","tt","continuation tt",2,0,567,567,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25281","Native","Native 7",17,"continuation","tt","continuation tt",3,0,853,853,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25283","Native","Native 7",10,"continuation","tt","continuation tt",4,0,749,749,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25286","Native","Native 8",10,"continuation","tt","continuation tt",1,0,174,174,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25287","Native","Native 8",6,"continuation","tt","continuation tt",1,0,175,175,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25288","Native","Native 8",9,"continuation","tt","continuation tt",4,0,948,948,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25289","Native","Native 8",12,"continuation","tt","continuation tt",3,0,178,178,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25290","Native","Native 8",15,"continuation","tt","continuation tt",2,0,281,281,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25291","Native","Native 8",8,"continuation","tt","continuation tt",3,0,159,159,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25297","Native","Native 8",22,"continuation","tt","continuation tt",1,0,291,291,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25299","Native","Native 8",16,"continuation","tt","continuation tt",3,0,556,556,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25301","Native","Native 8",18,"continuation","tt","continuation tt",1,0,141,141,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25305","Native","Native 8",4,"continuation","tt","continuation tt",3,0,973,973,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25306","Native","Native 8",17,"continuation","tt","continuation tt",4,0,431,431,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25307","Native","Native 8",13,"continuation","tt","continuation tt",4,0,971,971,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25308","Native","Native 8",5,"continuation","tt","continuation tt",4,0,935,935,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25311","Native","Native 8",14,"continuation","tt","continuation tt",1,0,245,245,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25313","Native","Native 8",20,"continuation","tt","continuation tt",3,0,668,668,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25315","Native","Native 8",7,"continuation","tt","continuation tt",2,0,140,140,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25316","Native","Native 8",19,"continuation","tt","continuation tt",2,0,520,520,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25318","Native","Native 8",11,"continuation","tt","continuation tt",2,0,144,144,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25319","Native","Native 8",3,"continuation","tt","continuation tt",2,0,124,124,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25320","Native","Native 8",23,"continuation","tt","continuation tt",2,0,156,156,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25326","Native","Native 8",1,"continuation","tt","continuation tt",4,0,837,837,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25328","Native","Native 8",2,"continuation","tt","continuation tt",1,0,264,264,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25329","Native","Native 8",24,"continuation","tt","continuation tt",3,0,697,697,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25331","Native","Native 8",21,"continuation","tt","continuation tt",4,0,1353,1353,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25332","Native","Native 9",4,"continuation","tt","continuation tt",4,0,660,660,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25338","Native","Native 9",2,"continuation","tt","continuation tt",2,0,519,519,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25340","Native","Native 9",19,"continuation","tt","continuation tt",3,0,1093,1093,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25341","Native","Native 9",7,"continuation","tt","continuation tt",3,0,1885,1885,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25343","Native","Native 9",14,"continuation","tt","continuation tt",2,0,1112,1112,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25345","Native","Native 9",21,"continuation","tt","continuation tt",1,0,416,416,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25348","Native","Native 9",12,"continuation","tt","continuation tt",4,0,344,344,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25352","Native","Native 9",20,"continuation","tt","continuation tt",4,0,1841,1841,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25353","Native","Native 9",23,"continuation","tt","continuation tt",3,0,2065,2065,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25354","Native","Native 9",24,"continuation","tt","continuation tt",4,0,953,953,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25356","Native","Native 9",1,"continuation","tt","continuation tt",1,0,639,639,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25357","Native","Native 9",22,"continuation","tt","continuation tt",2,0,619,619,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25358","Native","Native 9",5,"continuation","tt","continuation tt",1,0,332,332,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25363","Native","Native 9",18,"continuation","tt","continuation tt",2,0,190,190,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25364","Native","Native 9",8,"continuation","tt","continuation tt",4,0,801,801,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25368","Native","Native 9",3,"continuation","tt","continuation tt",3,0,3224,3224,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25369","Native","Native 9",13,"continuation","tt","continuation tt",1,0,833,833,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25371","Native","Native 9",11,"continuation","tt","continuation tt",3,0,601,601,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25374","Native","Native 9",9,"continuation","tt","continuation tt",1,0,191,191,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25375","Native","Native 9",16,"continuation","tt","continuation tt",4,0,266,266,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"25376","Native","Native 9",15,"continuation","tt","continuation tt",3,0,635,635,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"25377","Native","Native 9",6,"continuation","tt","continuation tt",2,0,1119,1119,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"25378","Native","Native 9",17,"continuation","tt","continuation tt",1,0,687,687,"Ambiguous","Consistent",0.5,-0.5,-0.5
"25379","Native","Native 9",10,"continuation","tt","continuation tt",2,0,516,516,"Unambiguous","Consistent",-0.5,-0.5,-0.5
