"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","ambiguity_a","continuation_a","group_a"
"15686","Native","Native 7",17,"continuation","rp","continuation rp",3,0,431,431,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15688","Native","Native 7",10,"continuation","rp","continuation rp",4,0,805,805,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15691","Native","Native 8",10,"continuation","rp","continuation rp",1,0,174,174,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15692","Native","Native 8",6,"continuation","rp","continuation rp",1,0,175,175,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15693","Native","Native 8",9,"continuation","rp","continuation rp",4,0,747,747,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15694","Native","Native 8",12,"continuation","rp","continuation rp",3,0,178,178,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15695","Native","Native 8",15,"continuation","rp","continuation rp",2,0,160,160,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15696","Native","Native 8",8,"continuation","rp","continuation rp",3,0,159,159,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15702","Native","Native 8",22,"continuation","rp","continuation rp",1,0,291,291,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15704","Native","Native 8",16,"continuation","rp","continuation rp",3,0,235,235,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15706","Native","Native 8",18,"continuation","rp","continuation rp",1,0,141,141,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15710","Native","Native 8",4,"continuation","rp","continuation rp",3,0,426,426,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15711","Native","Native 8",17,"continuation","rp","continuation rp",4,0,189,189,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15712","Native","Native 8",13,"continuation","rp","continuation rp",4,0,378,378,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15713","Native","Native 8",5,"continuation","rp","continuation rp",4,0,408,408,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15716","Native","Native 8",14,"continuation","rp","continuation rp",1,0,245,245,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15718","Native","Native 8",20,"continuation","rp","continuation rp",3,0,335,335,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15720","Native","Native 8",7,"continuation","rp","continuation rp",2,0,140,140,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15721","Native","Native 8",19,"continuation","rp","continuation rp",2,1,0,NA,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15723","Native","Native 8",11,"continuation","rp","continuation rp",2,0,144,144,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15724","Native","Native 8",3,"continuation","rp","continuation rp",2,0,124,124,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15725","Native","Native 8",23,"continuation","rp","continuation rp",2,0,156,156,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15731","Native","Native 8",1,"continuation","rp","continuation rp",4,0,644,644,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15733","Native","Native 8",2,"continuation","rp","continuation rp",1,0,264,264,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15734","Native","Native 8",24,"continuation","rp","continuation rp",3,1,0,NA,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15736","Native","Native 8",21,"continuation","rp","continuation rp",4,0,168,168,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15737","Native","Native 9",4,"continuation","rp","continuation rp",4,0,259,259,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15743","Native","Native 9",2,"continuation","rp","continuation rp",2,0,337,337,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15745","Native","Native 9",19,"continuation","rp","continuation rp",3,0,303,303,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15746","Native","Native 9",7,"continuation","rp","continuation rp",3,0,850,850,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15748","Native","Native 9",14,"continuation","rp","continuation rp",2,0,1013,1013,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15750","Native","Native 9",21,"continuation","rp","continuation rp",1,0,223,223,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15753","Native","Native 9",12,"continuation","rp","continuation rp",4,0,344,344,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15757","Native","Native 9",20,"continuation","rp","continuation rp",4,0,1050,1050,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15758","Native","Native 9",23,"continuation","rp","continuation rp",3,0,395,395,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15759","Native","Native 9",24,"continuation","rp","continuation rp",4,0,322,322,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15761","Native","Native 9",1,"continuation","rp","continuation rp",1,0,375,375,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15762","Native","Native 9",22,"continuation","rp","continuation rp",2,0,281,281,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15763","Native","Native 9",5,"continuation","rp","continuation rp",1,0,149,149,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15768","Native","Native 9",18,"continuation","rp","continuation rp",2,0,190,190,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15769","Native","Native 9",8,"continuation","rp","continuation rp",4,0,183,183,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15773","Native","Native 9",3,"continuation","rp","continuation rp",3,0,349,349,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15774","Native","Native 9",13,"continuation","rp","continuation rp",1,0,690,690,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15776","Native","Native 9",11,"continuation","rp","continuation rp",3,0,467,467,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15779","Native","Native 9",9,"continuation","rp","continuation rp",1,0,191,191,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15780","Native","Native 9",16,"continuation","rp","continuation rp",4,0,266,266,"Unambiguous","Inconsistent",-0.5,0.5,-0.5
"15781","Native","Native 9",15,"continuation","rp","continuation rp",3,0,400,400,"Ambiguous","Inconsistent",0.5,0.5,-0.5
"15782","Native","Native 9",6,"continuation","rp","continuation rp",2,0,346,346,"Unambiguous","Consistent",-0.5,-0.5,-0.5
"15783","Native","Native 9",17,"continuation","rp","continuation rp",1,0,492,492,"Ambiguous","Consistent",0.5,-0.5,-0.5
"15784","Native","Native 9",10,"continuation","rp","continuation rp",2,0,331,331,"Unambiguous","Consistent",-0.5,-0.5,-0.5
